UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,Name_Norm
29079830, Lst , Jacob Murphy                 , 24/2/1995 (27 years old)  , ENG , English Premier Division                          , Newcastle              , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," WB/M (R), AM (RL)                ", 179 cm , 74 kg  ,27, 鈧?.8M           ," 鈧?76,000 p/m   ",258,40,      ,0,6, Technical    , -                          , Winger                  , Support   , AM (R)   ,15,2,9,14,13,13,11,3,3,11,11,5,13,6,12,14,3,11,13,13,13,3,4,7,1,6,11,5,7,13,12,1,15,11,5,13,3,3,4,11,10,11,11,13,2,12,15, Jacob Murphy                 
48036492,     , Rúben Vinagre                , 9/4/1999 (23 years old)   , POR , English Premier Division                          , Everton                , England (Premier Division)            , Left Only      , Weak          , Very Strong   , D/WB/M/AM (L)                    , 174 cm , 71 kg  ,23, 鈧?25K - 鈧?.3M   ," 鈧?02,000 p/m   ",78,1,      ,0,4, Technical    , -                          , Winger                  , Support   , M (L)    ,15,1,11,15,12,11,12,2,2,14,8,12,13,9,11,14,3,10,13,16,8,3,9,8,2,9,9,11,8,11,14,1,15,13,10,8,3,3,3,12,10,10,10,15,3,13,14, Ruben Vinagre                
28090964,     , Marek Rodák                  , 13/12/1996 (25 years old) , SVK , English Premier Division                          , Fulham                 , England (Premier Division)            , Right Only     , Very Strong   , Weak          , GK                               , 195 cm , 85 kg  ,25, 鈧?00K - 鈧?.2M   ," 鈧?5,500 p/m    ",190, -      , Main ,17,9, Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,8,13,11,15,12,14,14,13,14,11,10,2,1,13,13,1,8,2,10,1,6,13,2,15,13,7,2,3,3,14,2,14,8,12,3,14,17,15,13,9,12,1,12,10,13,5,13, Marek Rodak                  
28027622, Inj , Adam Forshaw                 , 8/10/1991 (30 years old)  , ENG , English Premier Division                          , Leeds                  , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 177 cm , 71 kg  ,30, 鈧?.4M - 鈧?2.5M  ," 鈧?26,000 p/m   ",268,14,      ,0, -        , Intelligent  , -                          , Deep Lying Playmaker    , Support   , M (C)    ,10,1,15,15,16,14,14,3,3,16,14,11,10,16,16,12,1,5,15,7,12,1,6,8,4,11,9,3,10,12,13,1,10,14,11,14,3,1,3,12,10,11,15,14,2,14,15, Adam Forshaw                 
29021698,     , Karl Darlow                  , 8/10/1990 (31 years old)  , ENG , English Premier Division                          , Newcastle              , England (Premier Division)            , Right          , Very Strong   , Fairly Strong , GK                               , 190 cm , 88 kg  ,31, 鈧?50K - 鈧?0M    ," 鈧?51,000 p/m   ",209, -      ,      ,0, -        , Shot Stopper , -                          , Sweeper Keeper          , Defend    , GK       ,10,13,1,14,13,13,14,11,12,12,11,2,2,11,13,2,5,2,12,3,3,14,10,13,11,10,3,1,3,13,11,15,10,11,2,14,13,15,16,12,10,2,11,11,13,9,14, Karl Darlow                  
28091349,     , Adam Armstrong               , 10/2/1997 (25 years old)  , ENG , English Premier Division                          , Southampton            , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," AM (L), ST (C)                   ", 172 cm , 69 kg  ,25, 鈧?8M - 鈧?2M     ," 鈧?51,000 p/m   ",285,89,      ,0,5, Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,17,2,7,14,13,10,11,1,3,10,11,7,8,10,13,13,2,13,13,11,12,2,8,8,1,6,14,4,5,14,11,2,17,10,13,6,4,2,2,15,9,5,13,11,3,10,12, Adam Armstrong               
28105687,     , Jamal Lewis                  , 25/1/1998 (24 years old)  , NIR , English Premier Division                          , Newcastle              , England (Premier Division)            , Left           , Weak          , Very Strong   , D/WB/M/AM (L)                    , 178 cm , 70 kg  ,24, 鈧?.2M - 鈧?.6M   ," 鈧?51,000 p/m   ",121,1, Main ,26,1, Physical     , -                          , Wing-Back               , Defend    , D (L)    ,14,3,10,13,12,15,12,2,2,12,12,4,11,11,14,12,2,6,12,5,6,1,11,10,3,2,8,5,12,18,11,1,15,12,6,11,1,2,3,16,10,12,13,13,3,10,14, Jamal Lewis                  
61064267,     , Scott McKenna                , 12/11/1996 (25 years old) , SCO , English Premier Division                          , Nottm Forest           , England (Premier Division)            , Left           , Reasonable    , Very Strong   , D (C)                            , 188 cm , 73 kg  ,25, 鈧?.8M - 鈧?2M    ," 鈧?26,000 p/m   ",187,8, Main ,26,5, Leader       , -                          , Central Defender        , Defend    , D (C)    ,12,2,15,11,13,11,14,1,3,12,12,4,5,12,15,7,3,6,10,7,7,3,15,15,2,16,10,10,13,12,7,1,14,11,10,13,2,3,3,13,15,14,12,10,2,8,13, Scott McKenna                
29158694,     , Shandon Baptiste             , 8/4/1998 (24 years old)   , GRN , English Premier Division                          , Brentford              , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M/AM (C)                     ", 175 cm , 73 kg  ,24, 鈧?.4M - 鈧?2M    ," 鈧?41,000 p/m   ",82,2,      ,3, -        , Physical     , -                          , Advanced Playmaker      , Support   , M (C)    ,13,2,12,13,13,14,13,3,1,14,12,8,9,12,15,13,2,11,14,12,9,1,11,9,4,12,11,5,9,14,14,2,13,13,10,12,1,3,3,14,12,11,13,13,1,14,13, Shandon Baptiste             
96086697, Inj , Jakub Moder                  , 7/4/1999 (23 years old)   , POL , English Premier Division                          , Brighton               , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," DM, M/AM (C)                     ", 188 cm , 78 kg  ,23, 鈧?9M - 鈧?5M     ," 鈧?13,000 p/m   ",173,20, Main ,20,2, Intelligent  , -                          , Box To Box Midfielder   , Support   , M (C)    ,12,3,9,11,13,11,12,2,1,13,13,13,10,13,14,11,3,11,13,13,13,2,11,13,2,11,14,7,10,13,14,3,12,13,12,13,3,1,2,14,13,12,14,13,1,13,14, Jakub Moder                  
67258414, Loa , Sergio Gómez                 , 4/9/2000 (21 years old)   , ESP , English Premier Division                          , Man City               , England (Premier Division)            , Left Only      , Weak          , Very Strong   ," D/WB (L), AM (RL)                ", 171 cm , 68 kg  ,21, 鈧?5M - 鈧?6M     ," 鈧?01,000 p/m   ",123,9, U21  ,0,2, Technical    , -                          , Winger                  , Support   , AM (L)   ,14,3,7,13,10,7,14,3,3,13,13,15,17,11,12,13,2,10,16,16,15,1,5,6,2,8,11,9,10,12,12,3,14,15,15,12,2,1,2,13,8,9,14,15,2,14,15, Sergio Gomez                 
86045976,     , Pervis Estupiñán             , 21/1/1998 (24 years old)  , ECU , English Premier Division                          , Brighton               , England (Premier Division)            , Left           , Reasonable    , Very Strong   , D/WB/M (L)                       , 175 cm , 73 kg  ,24, 鈧?2M - 鈧?8M     ," 鈧?02,000 p/m   ",197,6, Main ,28,12, Physical     , -                          , Wing-Back               , Attack    , D (L)    ,15,1,11,12,11,13,12,1,3,14,10,6,14,11,13,13,2,7,14,12,7,2,10,10,1,10,7,14,11,16,16,3,15,11,12,11,3,2,2,18,11,13,14,13,3,11,13, Pervis Estupinan             
28100239,     , Tosin Adarabioyo             , 24/9/1997 (24 years old)  , ENG , English Premier Division                          , Fulham                 , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 196 cm , 80 kg  ,24, 鈧?1M - 鈧?6M     ," 鈧?01,000 p/m   ",137,5,      ,0, -        , Physical     , -                          , Ball Playing Defender   , Defend    , D (C)    ,15,2,9,13,12,14,11,2,2,14,12,8,8,11,14,11,1,9,13,14,6,3,13,16,3,10,9,11,14,15,8,2,15,14,11,13,3,3,4,14,13,14,12,13,2,14,13, Tosin Adarabioyo             
28058544,     , Bobby Decordova-Reid         , 2/2/1993 (29 years old)   , JAM , English Premier Division                          , Fulham                 , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," AM (RC), ST (C)                  ", 171 cm , 68 kg  ,29, 鈧?M - 鈧?.2M     ," 鈧?51,000 p/m   ",319,53, Main ,16, -        , Technical    , -                          , Shadow Striker          , Attack    , AM (C)   ,14,2,10,13,14,12,9,2,3,11,14,10,12,12,14,14,2,14,13,13,10,2,8,5,3,8,11,5,8,12,13,3,14,14,11,9,2,3,1,14,7,7,14,13,3,13,14, Bobby Decordova-Reid         
5109668,     , Scott Carson                 , 3/9/1985 (36 years old)   , ENG , English Premier Division                          , Man City               , England (Premier Division)            , Right          , Very Strong   , Reasonable    , GK                               , 190 cm , 86 kg  ,36, 鈧?10K - 鈧?25K   ," 鈧?01,000 p/m   ",472, -      ,      ,4,29, Assertive    , -                          , Goalkeeper              , Defend    , GK       ,8,14,11,13,11,13,13,14,14,10,13,5,3,10,13,1,13,2,7,2,7,14,3,14,10,14,2,2,1,14,1,14,9,8,1,12,10,13,11,12,15,1,12,6,10,9,12, Scott Carson                 
85096693, Wnt , Frédéric Guilbert            , 24/12/1994 (27 years old) , FRA , English Premier Division                          , Aston Villa            , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D/WB (R)                         , 178 cm , 78 kg  ,27, 鈧?0.5M          ," 鈧?26,000 p/m   ",228,4,      ,0,1, Physical     , -                          , Full-Back               , Attack    , D (R)    ,13,2,13,14,13,13,13,4,3,12,14,5,14,12,15,12,1,11,12,13,8,3,12,11,2,12,11,16,11,14,13,1,14,12,8,10,2,2,3,15,13,12,14,12,2,12,16, Frederic Guilbert            
28014634,     , Steve Cook                   , 19/4/1991 (31 years old)  , ENG , English Premier Division                          , Nottm Forest           , England (Premier Division)            , Right          , Very Strong   , Weak          , D (C)                            , 186 cm , 82 kg  ,31, 鈧?.1M - 鈧?1M    ," 鈧?51,000 p/m   ",397,20,      ,0, -        , Leader       , -                          , Central Defender        , Defend    , D (C)    ,11,2,12,11,13,13,14,2,1,12,12,5,9,13,14,7,2,8,12,6,6,1,14,14,3,16,6,14,14,16,7,3,11,11,4,15,1,3,2,13,14,14,15,12,3,8,15, Steve Cook                   
28049316,     , Ryan Fredericks              , 10/10/1992 (29 years old) , ENG , English Premier Division                          , Bournemouth            , England (Premier Division)            , Right Only     , Very Strong   , Weak          , D/WB/M/AM (R)                    , 181 cm , 80 kg  ,29, 鈧?0M - 鈧?5M     ," 鈧?76,000 p/m   ",214,3,      ,0, -        , Physical     , -                          , Winger                  , Support   , M (R)    ,18,2,14,15,12,10,10,2,3,11,12,5,14,12,12,14,3,7,9,14,6,2,10,8,1,10,7,12,11,12,14,3,17,12,6,10,3,2,2,13,9,13,12,11,2,8,14, Ryan Fredericks              
28127875, Loa , Carney Chukwuemeka           , 20/10/2003 (18 years old) , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Fairly Strong , M/AM (C)                         , 185 cm , 70 kg  ,18, 鈧?5M - 鈧?1M     ," 鈧?03,000 p/m   ",14, -      ,      ,0, -        , Technical    , -                          , Advanced Playmaker      , Support   , M (C)    ,13,3,10,13,12,12,14,1,1,15,10,5,6,12,17,13,3,11,14,14,5,3,11,11,3,9,11,6,8,12,9,1,14,13,7,10,4,2,2,13,13,10,9,14,1,11,12, Carney Chukwuemeka           
27122563, Wnt , Mads Roerslev                , 24/6/1999 (23 years old)  , DEN , English Premier Division                          , Brentford              , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D/WB (R)                         , 184 cm , 67 kg  ,23, 鈧?0M - 鈧?2M     ," 鈧?01,000 p/m   ",59,1,      ,0,7, Technical    , -                          , Full-Back               , Support   , D (R)    ,13,3,13,13,13,12,14,1,1,14,14,12,14,12,14,13,1,9,13,13,7,2,12,12,2,9,9,9,13,12,11,2,13,14,7,13,2,1,1,13,12,13,14,14,1,13,14, Mads Roerslev                
90000708, Inj , Craig Dawson                 , 6/5/1990 (32 years old)   , ENG , English Premier Division                          , West Ham               , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 188 cm , 83 kg  ,32, 鈧?5M - 鈧?2M     ," 鈧?51,000 p/m   ",456,59,      ,0,15, Physical     , -                          , Central Defender        , Defend    , D (C)    ,11,1,15,10,13,11,17,1,4,11,13,2,12,13,17,9,2,10,12,7,2,1,18,16,3,13,6,4,15,18,6,1,11,11,10,15,2,2,2,15,15,15,15,11,3,7,12, Craig Dawson                 
29175220,     , Morgan Gibbs-White           , 27/1/2000 (22 years old)  , ENG , English Premier Division                          , Nottm Forest           , England (Premier Division)            , Right          , Very Strong   , Weak          ," M (C), AM (RC)                   ", 178 cm , 72 kg  ,22, 鈧?2M - 鈧?3M     ," 鈧?51,000 p/m   ",108,13,      ,0,10, Technical    , -                          , Advanced Playmaker      , Support   , M (C)    ,13,1,12,15,13,14,9,1,2,13,12,13,12,12,13,14,3,11,14,16,8,2,9,10,1,8,11,5,6,11,14,3,14,15,10,8,1,1,1,12,12,9,13,15,1,16,14, Morgan Gibbs-White           
49047581,     , Rayan Aït-Nouri              , 6/6/2001 (21 years old)   , FRA , English Premier Division                          , Wolves                 , England (Premier Division)            , Left           , Reasonable    , Very Strong   , D/WB (L)                         , 180 cm , 70 kg  ,21, 鈧?7M - 鈧?5M     ," 鈧?76,000 p/m   ",67,2, U21  ,0,5, Technical    , -                          , Wing-Back               , Attack    , D (L)    ,14,3,11,13,13,12,13,1,2,12,12,11,14,12,15,15,3,9,14,15,7,1,11,10,2,7,9,8,12,12,14,1,14,13,8,14,3,3,2,13,11,14,12,15,2,13,13, Rayan Ait-Nouri              
222724,     , Joe Gelhardt                 , 4/5/2002 (20 years old)   , ENG , English Premier Division                          , Leeds                  , England (Premier Division)            , Left           , Fairly Strong , Very Strong   ," AM (C), ST (C)                   ", 176 cm , 83 kg  ,20, 鈧?0M - 鈧?2M     ," 鈧?5,000 p/m    ",40,1, U21  ,0, -        , Technical    , -                          , Advanced Forward        , Attack    , ST (C)   ,14,2,15,13,13,14,15,3,3,14,10,8,11,12,15,14,2,13,13,17,10,3,8,7,4,4,13,4,4,11,13,1,13,12,10,5,2,1,2,13,13,5,13,15,1,13,14, Joe Gelhardt                 
14183207,     , Julián Álvarez               , 31/1/2000 (22 years old)  , ARG , English Premier Division                          , Man City               , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," AM (RLC), ST (C)                 ", 170 cm , 70 kg  ,22, 鈧?6M - 鈧?2M     ," 鈧?02,000 p/m   ",74,33,      ,9,18, Intelligent  , -                          , Advanced Forward        , Attack    , ST (C)   ,15,3,11,14,13,12,8,2,2,14,12,14,11,14,14,13,3,14,16,17,13,3,10,7,3,7,15,6,5,15,15,3,13,13,13,8,3,3,2,15,11,8,14,15,1,12,14, Julian Alvarez               
29156935,     , Lewis O'Brien                , 14/10/1998 (23 years old) , ENG , English Premier Division                          , Nottm Forest           , England (Premier Division)            , Left           , Reasonable    , Very Strong   ," DM, M (C)                        ", 173 cm , 71 kg  ,23, 鈧?.4M - 鈧?.2M   ," 鈧?26,000 p/m   ",163,12,      ,0, -        , Physical     , -                          , Box To Box Midfielder   , Support   , M (C)    ,12,3,10,13,13,14,14,2,3,12,10,8,10,14,15,13,2,11,12,9,7,1,7,7,1,13,10,4,10,14,14,1,13,12,9,14,4,2,2,16,12,13,15,12,1,12,15, Lewis O'Brien                
28006277, Inj , Junior Stanislas             , 26/11/1989 (32 years old) , ENG , English Premier Division                          , Bournemouth            , England (Premier Division)            , Right          , Very Strong   , Reasonable    , M/AM (RL)                        , 183 cm , 77 kg  ,32, 鈧?.7M - 鈧?.4M   ," 鈧?26,000 p/m   ",314,49,      ,0,2, Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,14,2,7,13,14,13,4,2,1,12,10,15,11,12,13,12,1,11,13,12,14,2,7,9,2,5,10,7,7,15,12,1,14,13,10,9,1,3,1,14,10,8,14,13,1,12,12, Junior Stanislas             
