 UID        , Inf , Name                               , DoB                       , Nat , Division                                      , Club                         , Based                               , Preferred Foot , Right Foot    , Left Foot     , Position                        , Height , Weight , Age , Transfer Value  , Wage           , AT Apps , AT Gls , Team , Caps , Yth Apps , Style        , Rc Injury                  , Best Role               , Best Duty , Best Pos , Acc , Aer , Agg , Agi , Ant , Bal , Bra , Cmd , Com , Cmp , Cnt , Cor , Cro , Dec , Det , Dri , Ecc , Fin , Fir , Fla , Fre , Han , Hea , Jum , Kic , Ldr , Lon , L Th , Mar , Nat .1, OtB , 1v1 , Pac , Pas , Pen , Pos , Pun , Ref , TRO , Sta , Str , Tck , Tea , Tec , Thr , Vis , Wor 
28127118, Wnt , Sean McAllister              , 15/9/2002 (19 years old)  , NIR , English Premier Division                          , Everton                , England (Premier Division)            , Right          , Very Strong   , Weak          , AM (RLC)                         , 179 cm , 73 kg  ,19, 鈧?40K - 鈧?.4M   ," 鈧?,000 p/m     ", -       , -      , U21  ,0, -        , Technical    , -                          , Winger                  , Support   , AM (R)   ,14,4,7,9,13,7,6,2,2,12,7,10,12,9,9,8,3,10,8,8,10,2,10,11,3,13,10,10,10,15,8,2,11,14,5,9,2,2,1,12,8,9,13,8,2,8,12
28127313, Wnt , Nile John                    , 6/3/2003 (19 years old)   , ENG , English Premier Division                          , Tottenham              , England (Premier Division)            , Either         , Very Strong   , Strong        , M/AM (C)                         , 176 cm , 68 kg  ,19, 鈧?00K - 鈧?50K   ," 鈧?0,000 p/m    ", -       , -      ,      ,0, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , M (C)    ,15,2,15,9,13,6,4,3,1,8,11,10,9,7,5,7,1,8,7,14,10,3,10,10,3,13,10,5,12,13,15,2,14,8,3,10,1,1,3,11,6,13,15,10,3,8,15
28129876, Loa , Jamal Baptiste               , 11/11/2003 (18 years old) , ENG , English Premier Division                          , West Ham               , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 184 cm , 75 kg  ,18, 鈧?.6M - 鈧?.4M   ," 鈧?,800 p/m     ", -       , -      ,      ,0, -        , Technical    , -                          , Ball Playing Defender   , Cover     , D (C)    ,11,2,9,9,12,9,11,3,4,12,11,6,5,12,14,5,1,4,12,5,3,3,12,9,2,6,6,6,11,8,10,2,10,13,1,15,2,1,1,11,6,13,10,12,1,15,11
2000087605,     , Will Alves                   , 4/5/2005 (17 years old)   , ENG , English Premier Division                          , Leicester              , England (Premier Division)            , Right          , Very Strong   , Fairly Strong , M/AM (C)                         , 181 cm , 69 kg  ,17, 鈧?2M - 鈧?4M     , 鈧?25 p/m       , -       , -      ,      ,0, -        , Creative     , -                          , Attacking Midfielder    , Attack    , AM (C)   ,14,2,13,13,11,10,9,3,1,9,8,9,11,8,11,14,3,9,11,16,9,4,8,10,1,10,10,4,8,15,7,2,12,11,6,5,1,4,1,10,6,7,8,14,2,13,10
2000079038, Wnt , Killian Phillips             , 30/3/2002 (20 years old)  , IRL , English Premier Division                          , Crystal Palace         , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (C), DM, M (C)                 ", 188 cm , 83 kg  ,20, 鈧?8K - 鈧?00K    ," 鈧?,000 p/m     ",30,2, U21  ,0, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,13,4,15,11,10,13,14,1,2,8,10,5,6,9,14,10,2,9,9,8,6,1,13,14,2,9,7,4,9,14,9,3,13,10,8,8,4,4,2,11,13,11,13,10,1,8,14
2000077039, Loa , Ryan Trevitt                 , 12/3/2003 (19 years old)  , ENG , English Premier Division                          , Brentford              , England (Premier Division)            , Right          , Very Strong   , Weak          , M/AM (C)                         , 179 cm , 74 kg  ,19, 鈧?0K - 鈧?00K    ," 鈧?2,500 p/m    ", -       , -      ,      ,0, -        , Creative     , -                          , Mezzala                 , Support   , M (C)    ,11,3,10,11,11,11,11,1,1,12,11,10,11,11,12,11,3,11,12,11,9,1,7,9,2,8,11,6,8,12,11,3,11,11,9,7,1,3,1,11,9,8,11,11,1,11,14
2000054211, Loa , Jordan Hackett               , 20/2/2004 (18 years old)  , ENG , English Premier Division                          , Newcastle              , England (Premier Division)            , Left Only      , Weak          , Very Strong   , D/WB (L)                         , 179 cm , 77 kg  ,18, 鈧?60K - 鈧?.6M   ," 鈧?2,500 p/m    ", -       , -      ,      ,0, -        , Technical    , -                          , Full-Back               , Support   , D (L)    ,12,2,5,9,10,12,11,1,2,14,10,11,10,10,14,8,2,11,10,7,7,2,12,11,3,11,11,8,10,12,9,1,11,11,10,12,3,1,2,9,14,12,14,13,3,8,14
53152609,     , George Lewis                 , 16/6/2000 (22 years old)  , NOR , English Premier Division                          , Arsenal                , England (Premier Division)            , Right Only     , Very Strong   , Weak          ," AM (RLC), ST (C)                 ", 172 cm , 61 kg  ,22, 鈧?2K - 鈧?0K     ," 鈧?0,000 p/m    ",40,32,      ,0, -        , Technical    , -                          , Winger                  , Support   , AM (R)   ,15,3,10,14,8,5,6,3,3,7,5,6,8,5,7,12,1,8,12,13,5,1,5,4,2,4,10,3,5,13,12,3,14,8,5,4,2,3,2,9,5,4,7,12,1,6,10
2000019993,     , Maksim Paskot拧i              , 19/1/2003 (19 years old)  , EST , English Premier Division                          , Tottenham              , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 187 cm , 81 kg  ,19, 鈧?2.5M - 鈧?5M   ," 鈧?,000 p/m     ",31, -      , Main ,16, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,10,1,5,12,11,11,13,3,1,12,10,9,9,10,13,7,2,10,10,5,8,1,12,12,2,6,10,8,10,14,8,2,9,9,8,10,1,2,2,12,10,12,12,11,1,9,12
2000140838, Yth , Freddie Bell                 , 22/1/2005 (17 years old)  , ENG , English Premier Division                          , Crystal Palace         , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 179 cm , 69 kg  ,17, 鈧?4K - 鈧?40K    , 鈧?75 p/m       , -       , -      ,      ,0, -        , Intelligent  , -                          , Mezzala                 , Support   , M (C)    ,10,2,14,10,9,9,7,2,2,8,7,5,4,16,13,6,2,8,7,5,8,3,8,10,2,5,7,1,9,8,9,1,10,11,4,10,3,2,2,9,5,10,9,11,2,7,10
2000184617, Yth , Ted Curd                     , 14/2/2006 (16 years old)  , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right Only     , Very Strong   , Weak          , GK                               , 189 cm , 75 kg  ,16, 鈧?.8M - 鈧?0.5M  , 鈧?75 p/m       , -       , -      , U19  ,0, -        , Distributor  , -                          , Goalkeeper              , Defend    , GK       ,8,10,10,10,14,10,13,12,14,5,10,4,1,12,10,2,2,2,5,1,7,12,1,13,12,4,3,1,3,14,2,10,7,13,1,10,5,11,7,4,7,3,10,6,10,8,9
2000198043, Yth , Tyler Dibling                , 12/3/2006 (16 years old)  , ENG , English Premier Division                          , Southampton            , England (Premier Division)            , Left           , Fairly Strong , Very Strong   ," AM (RLC), ST (C)                 ", 178 cm , 63 kg  ,16, 鈧?.2M - 鈧?.4M   , 鈧?75 p/m       , -       , -      ,      ,0, -        , Technical    , -                          , Inside Forward          , Attack    , AM (R)   ,13,1,5,10,12,14,8,3,2,7,8,7,9,4,13,10,3,15,14,8,7,3,8,6,3,1,12,7,4,15,7,1,10,9,8,7,1,2,1,9,4,5,8,9,1,9,9
2000211225, Loa , Dominic Sadi                 , 2/9/2003 (18 years old)   , ENG , English Premier Division                          , Bournemouth            , England (Premier Division)            , Right          , Very Strong   , Reasonable    , M/AM (C)                         , 181 cm , 66 kg  ,18, 鈧?00K - 鈧?.7M   ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Creative     , -                          , Mezzala                 , Support   , M (C)    ,14,1,9,14,8,7,8,2,1,9,3,3,5,12,6,8,2,8,13,11,7,1,4,9,3,3,14,5,5,13,10,1,14,14,3,8,3,3,2,9,5,7,8,12,3,9,13
2000134435,     , Bradley Ibrahim              , 21/10/2004 (17 years old) , ENG , English Premier Division                          , Arsenal                , England (Premier Division)            , Right          , Very Strong   , Weak          ," DM, M (C)                        ", 178 cm , 70 kg  ,17, 鈧?0K - 鈧?00K    ," 鈧?,800 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Mezzala                 , Support   , M (C)    ,15,2,12,7,12,11,9,1,3,10,11,8,7,16,4,6,1,8,8,5,9,3,9,8,1,6,14,2,11,14,11,3,12,7,5,6,3,2,1,12,10,6,10,10,3,8,14
2000105656,     , Dom Ballard                  , 1/4/2005 (17 years old)   , ENG , English Premier Division                          , Southampton            , England (Premier Division)            , Right          , Very Strong   , Reasonable    , ST (C)                           , 181 cm , 68 kg  ,17, 鈧?80K - 鈧?.8M   ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Pressing Forward        , Defend    , ST (C)   ,12,1,15,16,12,16,13,3,2,6,7,7,6,14,4,8,1,10,10,9,8,3,11,11,2,8,9,5,6,17,8,1,13,8,4,9,1,1,3,9,6,4,10,11,4,9,14
2000048052, Wnt , Fionn Mooney                 , 12/10/2003 (18 years old) , ENG , English Premier Division                          , Crystal Palace         , England (Premier Division)            , Right          , Very Strong   , Weak          ," M (C), AM (LC)                   ", 174 cm , 65 kg  ,18, 鈧?0K - 鈧?00K    ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Leader       , -                          , Inverted Winger         , Support   , AM (L)   ,14,1,8,10,7,9,9,1,2,8,9,10,9,8,13,9,2,8,10,13,9,2,7,8,2,10,8,4,7,11,8,3,12,10,10,6,1,1,3,10,8,7,12,10,2,8,10
2000108690,     , Brodi Hughes                 , 16/10/2004 (17 years old) , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (RC), WB (R)                   ", 189 cm , 77 kg  ,17, 鈧?10K - 鈧?.1M   ," 鈧?5,000 p/m    ", -       , -      ,      ,0, -        , Physical     , -                          , Wing-Back               , Defend    , D (R)    ,15,1,8,8,7,8,10,2,2,8,9,2,7,8,15,7,2,4,7,5,1,3,8,9,1,8,3,6,8,9,7,2,14,7,1,9,1,2,3,13,8,8,10,8,3,7,13
28124570,     , Bashir Humphreys             , 15/3/2003 (19 years old)  , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Either         , Very Strong   , Strong        ," D (C), DM                        ", 186 cm , 79 kg  ,19, 鈧?5K - 鈧?25K    ," 鈧?7,500 p/m    ", -       , -      ,      ,0, -        , Leader       , -                          , Central Defender        , Cover     , D (C)    ,15,3,7,7,10,12,9,3,1,10,10,5,5,10,16,7,3,3,9,5,9,1,9,13,3,12,10,3,9,7,6,1,11,8,1,9,3,1,3,7,8,8,13,7,2,7,11
28124572,     , Josh Brooking                , 1/9/2002 (19 years old)   , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (RC), WB (R)                   ", 185 cm , 76 kg  ,19, 鈧?0K - 鈧?00K    ," 鈧?7,500 p/m    ", -       , -      ,      ,0, -        , Leader       , -                          , Wing-Back               , Defend    , D (R)    ,15,1,15,10,8,8,10,3,3,8,8,6,10,9,9,7,4,5,9,5,3,2,8,7,1,10,3,10,8,15,7,2,14,7,6,8,2,3,3,8,8,12,10,8,1,6,12
28124575,     , Dion Rankine                 , 15/10/2002 (19 years old) , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (R), WB (RL), M/AM (R)         ", 170 cm , 63 kg  ,19, 鈧?8K - 鈧?80K    ," 鈧?7,500 p/m    ", -       , -      ,      ,0, -        , Physical     , -                          , Winger                  , Support   , M (R)    ,17,1,10,11,8,5,7,2,1,7,6,5,7,7,6,10,1,6,6,10,3,3,5,5,3,5,9,8,5,12,6,1,16,6,4,5,1,1,1,11,5,6,7,6,2,10,9
2000047218, Wnt , Taylor Foran                 , 14/10/2003 (18 years old) , ENG , English Premier Division                          , Arsenal                , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 192 cm , 86 kg  ,18, 鈧?00K - 鈧?M     ," 鈧?,500 p/m     ", -       , -      ,      ,0, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,12,2,6,6,11,14,11,2,3,7,9,5,8,9,12,8,3,11,11,5,3,3,13,15,4,16,7,9,10,12,5,2,11,9,5,10,3,2,2,13,13,13,15,7,2,7,16
28126165, Wnt , Odel Offiah                  , 26/10/2002 (19 years old) , ENG , English Premier Division                          , Brighton               , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (RC), WB (R), DM               ", 181 cm , 74 kg  ,19, 鈧?50K - 鈧?M     ," 鈧?0,000 p/m    ", -       , -      ,      ,0, -        , Physical     , -                          , Full-Back               , Defend    , D (R)    ,16,2,6,6,12,10,8,1,2,6,12,7,5,6,18,10,1,7,6,5,10,3,12,12,2,13,7,9,8,17,7,1,14,11,3,7,1,1,3,9,10,14,7,7,2,9,8
28126168, Wnt , Ed Turns                     , 18/10/2002 (19 years old) , WAL , English Premier Division                          , Brighton               , England (Premier Division)            , Right          , Very Strong   , Fairly Strong , D (C)                            , 181 cm , 75 kg  ,19, 鈧?75K - 鈧?.6M   ," 鈧?0,000 p/m    ", -       , -      ,      ,0,1, Leader       , -                          , Central Defender        , Cover     , D (C)    ,13,3,11,11,12,9,13,2,3,12,12,5,6,11,12,7,3,5,9,7,5,2,12,9,1,13,5,6,9,15,7,2,12,10,3,10,2,2,3,13,10,13,13,10,4,9,12
28126240,     , Alex Robertson               , 17/4/2003 (19 years old)  , ENG , English Premier Division                          , Man City               , England (Premier Division)            , Either         , Very Strong   , Strong        , M/AM (C)                         , 179 cm , 72 kg  ,19, 鈧?0K - 鈧?75K    ," 鈧?5,000 p/m    ",3, -      ,      ,0, -        , Creative     , -                          , Enganche                , Support   , AM (C)   ,14,1,13,13,10,8,8,2,3,9,3,7,6,13,4,14,1,7,14,10,7,3,2,5,1,2,9,2,8,7,11,3,10,12,6,7,1,3,2,4,4,8,8,13,1,14,8
28110718,     , Will Dennis                  , 10/7/2000 (21 years old)  , ENG , English Premier Division                          , Bournemouth            , England (Premier Division)            , Left Only      , Weak          , Very Strong   , GK                               , 188 cm , 84 kg  ,21, 鈧?50K - 鈧?.6M   ," 鈧?,000 p/m     ",34, -      ,      ,0, -        , Distributor  , -                          , Sweeper Keeper          , Defend    , GK       ,10,13,8,11,10,9,13,9,8,8,9,3,3,10,3,3,2,2,11,1,1,12,6,13,13,4,3,2,2,10,3,11,10,11,3,12,3,9,8,10,12,2,5,5,8,10,9
29232950, Wnt , Amari Miller                 , 4/11/2002 (19 years old)  , ENG , English Premier Division                          , Leeds                  , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," AM (RL), ST (C)                  ", 179 cm , 75 kg  ,19, 鈧?5K - 鈧?75K    ," 鈧?,500 p/m     ",5, -      ,      ,0, -        , Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,11,3,8,10,10,10,10,2,3,9,9,8,9,10,8,10,3,11,10,11,8,1,9,8,2,6,10,7,5,11,9,3,11,9,10,10,1,2,1,11,10,6,11,11,1,10,11
28127073, Wnt , Arjan Raikhy                 , 20/10/2002 (19 years old) , ENG , English Premier Division                          , Aston Villa            , England (Premier Division)            , Right          , Very Strong   , Reasonable    , M (C)                            , 183 cm , 73 kg  ,19, 鈧?50K - 鈧?25K   ," 鈧?,500 p/m     ",12, -      ,      ,0, -        , Technical    , -                          , Deep Lying Playmaker    , Defend    , M (C)    ,10,2,8,9,11,10,10,1,3,13,8,5,7,11,5,9,2,10,12,11,6,2,8,9,3,7,9,5,7,11,8,1,11,14,10,7,1,3,2,9,9,10,12,13,3,13,9
2000103475,     , Chris Popov                  , 26/10/2004 (17 years old) , WAL , English Premier Division                          , Leicester              , England (Premier Division)            , Left           , Reasonable    , Very Strong   ," AM (RLC), ST (C)                 ", 188 cm , 74 kg  ,17, 鈧?.1M - 鈧?.6M   ," 鈧?,500 p/m     ", -       , -      , U21  ,0,2, Physical     , -                          , Winger                  , Support   , AM (L)   ,14,1,8,13,4,9,4,3,3,9,7,7,5,7,14,11,3,10,9,8,12,3,10,12,2,1,9,6,4,15,10,2,13,9,1,6,4,1,1,12,7,5,7,10,1,8,14
27141799,     , Andreas S酶ndergaard          , 17/1/2001 (21 years old)  , DEN , English Premier Division                          , Wolves                 , England (Premier Division)            , Right Only     , Very Strong   , Weak          , GK                               , 188 cm , 75 kg  ,21, 鈧?5K - 鈧?50K    ," 鈧?2,500 p/m    ",4, -      ,      ,0, -        , Distributor  , -                          , Sweeper Keeper          , Attack    , GK       ,12,10,6,11,14,9,16,9,10,9,9,3,2,10,15,3,10,2,4,1,7,12,1,12,13,10,3,2,2,15,1,8,15,11,2,12,12,11,13,1,8,3,9,7,11,8,4
